True,Pred,GC_norm,Day sin,Day cos
NORMAL,NORMAL,-0.5608077209325009,0.9992500112396835,0.03872228089217446
NORMAL,NORMAL,-0.5624630915972968,0.9997685019798909,0.021516097436222254
NORMAL,NORMAL,-0.5515672333372948,0.9999907397361901,0.004303538296244289
OUTLIER,NORMAL,-0.6466494696292829,0.9999166586547379,-0.01291029607500882
NORMAL,NORMAL,-0.605708005170728,0.9995462806873573,-0.030120304846908114
NORMAL,NORMAL,-0.5886887578146355,0.9988797155850336,-0.04732138832243185
NORMAL,NORMAL,-0.6686357376697036,0.9979171608653922,-0.06450844944931623
NORMAL,NORMAL,-0.6567904244835813,0.9966589017541702,-0.08167639533042241
NORMAL,NORMAL,-0.650722436510901,0.9951053111006976,-0.09882013873287143
NORMAL,NORMAL,-0.6346990558926213,0.9932568492674143,-0.11593459959550041
NORMAL,NORMAL,-0.5655322455378381,0.9911140639934547,-0.1330147065341959
NORMAL,NORMAL,-0.6304884455333873,0.9886775902323405,-0.1500553983446526
NORMAL,NORMAL,-0.6045487528547625,0.9859481499638304,-0.16705162550211924
NORMAL,NORMAL,-0.5216634899606802,0.9829265519799822,-0.18399835165768005
NORMAL,NORMAL,-0.6039689742432731,0.9796136916454901,-0.20089055513063506
NORMAL,NORMAL,-0.5501152638856475,0.9760105506323683,-0.21772323039653177
NORMAL,NORMAL,-0.6331278084340943,0.9721181966290613,-0.23449138957040985
NORMAL,NORMAL,-0.5974458936426262,0.9679377830240642,-0.25119006388481935
NORMAL,NORMAL,-0.634587526289064,0.9634705485641488,-0.2678143051621742
NORMAL,NORMAL,-0.604787671277457,0.9587178169872964,-0.2843591872810034
NORMAL,NORMAL,-0.5470320688964391,0.9536809966304457,-0.30081980763566735
NORMAL,NORMAL,-0.674017969932545,0.9483615800121715,-0.3171912885891061
NORMAL,NORMAL,-0.5679918608853974,0.9427611433904207,-0.3334687789181868
NORMAL,NORMAL,-0.5781722529566629,0.9368813462954315,-0.3496474552512284
NORMAL,NORMAL,-0.6195602586833635,0.9307239310379795,-0.36572252349726897
NORMAL,NORMAL,-0.6618655131642821,0.9242907221930934,-0.3816892202666588
NORMAL,NORMAL,-0.5879259613113624,0.9175836260593937,-0.39754281428255595
NORMAL,NORMAL,-0.6179622605463279,0.9106046300942163,-0.4132786077829042
NORMAL,NORMAL,-0.5812625946232599,0.9033558023246845,-0.4288919379124835
NORMAL,NORMAL,-0.5921953592207241,0.895839290734909,-0.4443781781046132
NORMAL,NORMAL,-0.5157867932756789,0.8880573226294932,-0.45973273945210397
NORMAL,NORMAL,-0.6062311363384186,0.8800122039735357,-0.47495107206704995
NORMAL,NORMAL,-0.6450398055084992,0.8717063187093218,-0.49002866642905923
NORMAL,NORMAL,-0.5872643859711133,0.8631421280499114,-0.5049610547215204
NORMAL,NORMAL,-0.5860334167790686,0.854322169749827,-0.5197438121555155
NORMAL,NORMAL,-0.5316459728638675,0.8452490573530633,-0.5343725582809787
NORMAL,NORMAL,-0.5578566233245063,0.835925479418637,-0.548842958284719
NORMAL,NORMAL,-0.5817954363239808,0.8263541987239096,-0.5631507242749186
NORMAL,NORMAL,-0.5293312215702592,0.8165380514459161,-0.5772916165517272
NORMAL,NORMAL,-0.6578380499769757,0.8064799463209448,-0.5912614448635781
NORMAL,NORMAL,-0.6322315434662008,0.7961828637826158,-0.6050560696488488
NORMAL,NORMAL,-0.646793587677893,0.7856498550787145,-0.6186714032625031
NORMAL,NORMAL,-0.621927267226973,0.7748840413670407,-0.6321034111873487
NORMAL,NORMAL,-0.6699184391943754,0.7638886127905428,-0.6453481132295501
NORMAL,NORMAL,-0.5748568986486332,0.7526668275320084,-0.6584015846980488
NORMAL,NORMAL,-0.6166372568061624,0.741222010848596,-0.6712599575675313
NORMAL,NORMAL,-0.6768373743832339,0.7295575540864875,-0.6839194216246106
NORMAL,NORMAL,-0.6561172877844448,0.717676913675962,-0.6963762255968722
NORMAL,NORMAL,-0.5942049394159639,0.705583610107178,-0.7086266782644596
NORMAL,NORMAL,-0.5705164036868773,0.6932812268869777,-0.7206671495538609
NORMAL,NORMAL,-0.5171222608126547,0.6807734094770161,-0.7324940716135789
NORMAL,NORMAL,-0.47532701347499234,0.6680638642135335,-0.7441039398713607
NORMAL,NORMAL,-0.5937866616750732,0.6551563572090853,-0.7554933140726803
NORMAL,NORMAL,-0.6605279788410237,0.6420547132365637,-0.766658819300159
SPIKE,NORMAL,-0.34795805321284257,0.6287628145958344,-0.777597146973627
NORMAL,NORMAL,-0.6040492695092536,0.6152845999633276,-0.7883050558305255
NORMAL,NORMAL,-0.6553516526551281,0.6016240632249226,-0.7987793728863649
NORMAL,NORMAL,-0.6380030477933316,0.5877852522924732,-0.8090169943749473
SEASONAL,NORMAL,-1.495820415998783,0.5737722679043246,-0.8190148866680801
NORMAL,NORMAL,-0.6275976726894479,0.5595892624101765,-0.8287700871745037
NORMAL,NORMAL,-0.5733407640656488,0.545240438540651,-0.8382797052177743
NORMAL,NORMAL,-0.616310048507227,0.5307300481619334,-0.8475409228928311
NORMAL,NORMAL,-0.6319675426462104,0.5160623910158528,-0.8565509959010036
NORMAL,NORMAL,-0.6731387505262382,0.5012418134457758,-0.865307254363206
NORMAL,NORMAL,-0.7032896227782625,0.48627270710869,-0.8738071036110808
NORMAL,NORMAL,-0.6504772811519841,0.4711595076738638,-0.8820480249558537
NORMAL,NORMAL,-0.6321327882737787,0.4559066935084588,-0.8900275764346767
NORMAL,NORMAL,-0.5513068822436641,0.440518784350495,-0.8977433935342337
NORMAL,NORMAL,-0.6264083154149073,0.42500033996955416,-0.9051931898913974
NORMAL,NORMAL,-0.589525590730959,0.4093559588156213,-0.9123747579707273
NORMAL,NORMAL,-0.6571701372904213,0.39359027665646673,-0.9192859697186104
NORMAL,NORMAL,-0.6889613157491837,0.3777079652039649,-0.9259247771938498
NORMAL,NORMAL,-0.6803663496024146,0.36171373072976765,-0.9322892131745133
NORMAL,NORMAL,-0.6709494677390354,0.3456123126707335,-0.9383773917408641
NORMAL,NORMAL,-0.5462217157288135,0.3294084822245304,-0.9441875088341993
NORMAL,NORMAL,-0.6776785259528587,0.3131070409358269,-0.9497178427914316
NORMAL,NORMAL,-0.6061014515713157,0.29671281927349075,-0.9549667548552551
OUTLIER,NORMAL,-0.4225490003576146,0.28023067519921585,-0.9599326896597447
OUTLIER,NORMAL,-1.6800097699699958,0.26366549272800704,-0.9646141756912435
NORMAL,NORMAL,-0.6302737966571547,0.24702218048093552,-0.9690098257244062
NORMAL,NORMAL,-0.655174872974347,0.23030567023061221,-0.9731183372332619
NORMAL,NORMAL,-0.6515394480380334,0.21352091543979612,-0.9769384927771817
NORMAL,NORMAL,-0.6793595145599473,0.19667288979357647,-0.980469160361632
NORMAL,NORMAL,-0.6334366917292767,0.1797665857255624,-0.9837092937736097
NORMAL,NORMAL,-0.6734365932796182,0.16280701293851715,-0.986657932891657
NORMAL,NORMAL,-0.7076273550021077,0.1457991969198751,-0.9893142039703663
NORMAL,NORMAL,-0.7110897373824739,0.12874817745258132,-0.99167731989929
NORMAL,NORMAL,-0.6509090448160851,0.11165900712169512,-0.993746580436178
NORMAL,NORMAL,-0.5929998380403597,0.09453674981719912,-0.9955213724144752
NORMAL,NORMAL,-0.6543265958027509,0.07738647923346301,-0.9970011699250151
NORMAL,NORMAL,-0.6674502859249026,0.06021327736579302,-0.9981855344718586
NORMAL,NORMAL,-0.6519622385607907,0.04302223300453059,-0.99907411510223
NORMAL,NORMAL,-0.6109590579082966,0.02581844022713308,-0.9996666485105112
NORMAL,NORMAL,-0.6576508528457131,0.008606996888688698,-0.9999629591162655
NORMAL,NORMAL,-0.6851674169295304,-0.008606996888688009,-0.9999629591162655
NORMAL,NORMAL,-0.6240231850142941,-0.02581844022713239,-0.9996666485105112
NORMAL,NORMAL,-0.6534244927949955,-0.04302223300453034,-0.99907411510223
NORMAL,NORMAL,-0.609615034498494,-0.060213277365792774,-0.9981855344718586
NORMAL,NORMAL,-0.6664038905898296,-0.07738647923346322,-0.9970011699250151
NORMAL,NORMAL,-0.7250484449209359,-0.09453674981719933,-0.9955213724144752
NORMAL,NORMAL,-0.7321110836149025,-0.11165900712169444,-0.9937465804361781
NORMAL,NORMAL,-0.6115165731879051,-0.12874817745258066,-0.99167731989929
NORMAL,NORMAL,-0.6102374772659892,-0.14579919691987442,-0.9893142039703664
NORMAL,NORMAL,-0.6881432613729245,-0.16280701293851646,-0.9866579328916572
NORMAL,NORMAL,-0.6976544931226424,-0.17976658572556214,-0.9837092937736098
NORMAL,NORMAL,-0.6256104658552458,-0.19667288979357622,-0.9804691603616321
NORMAL,NORMAL,-0.7290417346942241,-0.2135209154397959,-0.9769384927771817
NORMAL,NORMAL,-0.7218899239367069,-0.23030567023061196,-0.973118337233262
NORMAL,NORMAL,-0.6625989252252966,-0.24702218048093527,-0.9690098257244063
SPIKE,NORMAL,-0.3279542340654508,-0.2636654927280072,-0.9646141756912435
NORMAL,NORMAL,-0.6908770063463685,-0.2802306751992161,-0.9599326896597445
NORMAL,NORMAL,-0.6984093166997394,-0.2967128192734901,-0.9549667548552553
NORMAL,NORMAL,-0.6802947191402339,-0.3131070409358267,-0.9497178427914317
NORMAL,NORMAL,-0.640299413520929,-0.3294084822245302,-0.9441875088341994
NORMAL,NORMAL,-0.6926000846997722,-0.3456123126707333,-0.9383773917408642
NORMAL,NORMAL,-0.6726865073163639,-0.3617137307297674,-0.9322892131745134
NORMAL,NORMAL,-0.7772449538084988,-0.37770796520396466,-0.9259247771938499
NORMAL,NORMAL,-0.7019252369544597,-0.39359027665646645,-0.9192859697186105
NORMAL,NORMAL,-0.733435630203799,-0.4093559588156211,-0.9123747579707274
NORMAL,NORMAL,-0.7488548519216427,-0.42500033996955394,-0.9051931898913975
NORMAL,NORMAL,-0.7371180796314957,-0.4405187843504952,-0.8977433935342336
NORMAL,NORMAL,-0.717804102398661,-0.455906693508459,-0.8900275764346766
NORMAL,NORMAL,-0.6721336456609415,-0.47115950767386394,-0.8820480249558535
NORMAL,NORMAL,-0.7573336067542547,-0.4862727071086902,-0.8738071036110807
NORMAL,NORMAL,-0.7078417635324658,-0.5012418134457756,-0.8653072543632061
NORMAL,NORMAL,-0.7281931321164423,-0.5160623910158526,-0.8565509959010037
NORMAL,NORMAL,-0.7235558811335288,-0.5307300481619331,-0.8475409228928312
NORMAL,NORMAL,-0.675626938449512,-0.5452404385406507,-0.8382797052177745
OUTLIER,NORMAL,-0.07555656031430365,-0.5595892624101763,-0.828770087174504
NORMAL,NORMAL,-0.665958442477081,-0.5737722679043243,-0.8190148866680802
NORMAL,NORMAL,-0.7217982611540739,-0.5877852522924734,-0.8090169943749472
NORMAL,NORMAL,-0.7426523942559774,-0.6016240632249227,-0.7987793728863648
NORMAL,NORMAL,-0.7265596664801836,-0.6152845999633277,-0.7883050558305253
NORMAL,NORMAL,-0.7107656962497146,-0.6287628145958345,-0.7775971469736268
NORMAL,NORMAL,-0.7142730049484269,-0.6420547132365636,-0.7666588193001592
NORMAL,NORMAL,-0.7607574653058384,-0.655156357209085,-0.7554933140726804
NORMAL,NORMAL,-0.7195542049043832,-0.6680638642135333,-0.7441039398713608
NORMAL,NORMAL,-0.7156886921530867,-0.6807734094770159,-0.7324940716135792
NORMAL,NORMAL,-0.6350848106454757,-0.6932812268869771,-0.7206671495538615
NORMAL,NORMAL,-0.6591480485322924,-0.7055836101071774,-0.7086266782644601
NORMAL,NORMAL,-0.7571756555661855,-0.7176769136759615,-0.6963762255968726
NORMAL,NORMAL,-0.7380600474344585,-0.7295575540864876,-0.6839194216246105
NORMAL,NORMAL,-0.7804846205676635,-0.7412220108485957,-0.6712599575675315
NORMAL,NORMAL,-0.7505903545269818,-0.7526668275320083,-0.6584015846980489
NORMAL,NORMAL,-0.7196644147160908,-0.7638886127905429,-0.64534811322955
NORMAL,NORMAL,-0.689448086005922,-0.7748840413670406,-0.6321034111873488
SEASONAL,NORMAL,0.24246756235853376,-0.7856498550787144,-0.6186714032625032
NORMAL,NORMAL,-0.7561908677862588,-0.7961828637826154,-0.6050560696488494
NORMAL,NORMAL,-0.8088523855049341,-0.8064799463209447,-0.5912614448635782
NORMAL,NORMAL,-0.7407359435834929,-0.8165380514459157,-0.5772916165517278
NORMAL,NORMAL,-0.7726404958225588,-0.8263541987239095,-0.5631507242749187
NORMAL,NORMAL,-0.7549661334404171,-0.8359254794186365,-0.5488429582847199
NORMAL,NORMAL,-0.7676536572026441,-0.8452490573530634,-0.5343725582809785
NORMAL,NORMAL,-0.741465816844301,-0.8543221697498269,-0.5197438121555157
NORMAL,NORMAL,-0.7991893565892406,-0.8631421280499115,-0.5049610547215202
NORMAL,NORMAL,-0.789834193470373,-0.8717063187093218,-0.4900286664290594
NORMAL,NORMAL,-0.6676942002185637,-0.8800122039735356,-0.4749510720670502
NORMAL,NORMAL,-0.7848720299748744,-0.888057322629493,-0.4597327394521046
NORMAL,NORMAL,-0.7789529428825555,-0.8958392907349089,-0.44437817810461344
NORMAL,NORMAL,-0.6799591092491064,-0.9033558023246842,-0.4288919379124841
NORMAL,NORMAL,-0.6444886903351075,-0.9106046300942162,-0.41327860778290443
NORMAL,NORMAL,-0.783085197430479,-0.9175836260593934,-0.3975428142825566
NORMAL,NORMAL,-0.7564562748533601,-0.9242907221930934,-0.3816892202666586
NORMAL,NORMAL,-0.733044885422955,-0.9307239310379793,-0.3657225234972692
NORMAL,NORMAL,-0.6868881385428741,-0.9368813462954315,-0.34964745525122826
NORMAL,NORMAL,-0.778718940045504,-0.9427611433904206,-0.33346877891818705
NORMAL,NORMAL,-0.7542497581752629,-0.9483615800121716,-0.31719128858910595
NORMAL,NORMAL,-0.7204057956466818,-0.9536809966304455,-0.300819807635668
NORMAL,NORMAL,-0.7323226903187733,-0.9587178169872964,-0.2843591872810036
NORMAL,NORMAL,-0.7598464175048485,-0.9634705485641486,-0.26781430516217486
NORMAL,NORMAL,-0.7521091526678384,-0.9679377830240642,-0.25119006388481957
NORMAL,NORMAL,-0.7938567898346578,-0.9721181966290612,-0.23449138957041052
NORMAL,NORMAL,-0.756246972797335,-0.9760105506323682,-0.21772323039653224
NORMAL,NORMAL,-0.7574778595020452,-0.9796136916454901,-0.20089055513063528
NORMAL,NORMAL,-0.7411561817095673,-0.9829265519799822,-0.18399835165767986
NORMAL,NORMAL,-0.7675953863321896,-0.9859481499638303,-0.1670516255021195
NORMAL,NORMAL,-0.7336903604131595,-0.9886775902323404,-0.15005539834465262
NORMAL,NORMAL,-0.7159315027662969,-0.9911140639934546,-0.13301470653419636
NORMAL,NORMAL,-0.744578573883251,-0.9932568492674143,-0.11593459959550066
NORMAL,NORMAL,-0.7382213685395465,-0.9951053111006974,-0.09882013873287211
NORMAL,NORMAL,-0.7482561319336294,-0.99665890175417,-0.08167639533042288
NORMAL,NORMAL,-0.7501201772289476,-0.9979171608653922,-0.06450844944931625
NORMAL,NORMAL,-0.7741161528291793,-0.9988797155850335,-0.04732138832243232
NORMAL,NORMAL,-0.7397705972411596,-0.9995462806873573,-0.03012030484690836
NORMAL,NORMAL,-0.7535119731226632,-0.9999166586547379,-0.012910296075008843
NORMAL,NORMAL,-0.6809434474227265,-0.9999907397361901,0.004303538296243821
NORMAL,NORMAL,-0.6981447077747119,-0.9997685019798909,0.021516097436222233
NORMAL,NORMAL,-0.737447060603529,-0.9992500112396835,0.03872228089217399
NORMAL,NORMAL,-0.7754575010445586,-0.9984354211555643,0.05591699010060302
NORMAL,NORMAL,-0.7869551319599545,-0.9973249731081555,0.07309512989807776
NORMAL,NORMAL,-0.7104521001164383,-0.9959189961471792,0.0902516100310407
NORMAL,NORMAL,-0.7410985393190974,-0.994217906893952,0.10738134666416306
NORMAL,NORMAL,-0.7337121544458909,-0.9922222094179324,0.12447926388678869
NORMAL,NORMAL,-0.8074089301115402,-0.989932495087353,0.141540295217043
NORMAL,NORMAL,-0.7184224544276471,-0.9873494423939864,0.15855938510313475
NORMAL,NORMAL,-0.7338951048880172,-0.9844738167520923,0.17553149042142777
NORMAL,NORMAL,-0.7857099765277272,-0.9813064702716093,0.19245158197082995
OUTLIER,NORMAL,-0.6815814911172587,-0.9778483415056568,0.20931464596304888
NORMAL,NORMAL,-0.7393561426221157,-0.9741004551724206,0.22611568550828803
NORMAL,NORMAL,-0.7460645355830281,-0.970063921851507,0.2428497220959358
NORMAL,NORMAL,-0.757220889931417,-0.965739937654855,0.25951179706979943
NORMAL,NORMAL,-0.7505379705721386,-0.9611297838723007,0.27609697309746883
NORMAL,NORMAL,-0.7551103044906942,-0.9562348265919058,0.2926003356333479
NORMAL,NORMAL,-0.7411249228130397,-0.9510565162951536,0.30901699437494723
NORMAL,NORMAL,-0.6963724728695271,-0.9455963874271428,0.3253420847119795
NORMAL,NORMAL,-0.8316312560764934,-0.9398560579418953,0.341570769167856
NORMAL,NORMAL,-0.7527923675369451,-0.9338372288229252,0.35769823883312546
NORMAL,NORMAL,-0.738339580812684,-0.9275416835791965,0.3737197147904692
NORMAL,NORMAL,-0.7337488554748279,-0.9209712877166346,0.38963044953078774
NORMAL,NORMAL,-0.7557695481086232,-0.9141279881853337,0.4054257283599973
NORMAL,NORMAL,-0.8021503940371583,-0.9070138128026362,0.42110087079608916
NORMAL,NORMAL,-0.7308420184711065,-0.8996308696522434,0.4366512319560638
NORMAL,NORMAL,-0.6825719891715853,-0.8919813464595487,0.45207220393230374
NORMAL,NORMAL,-0.7929857902075368,-0.8840675099433637,0.46735921715800205
NORMAL,NORMAL,-0.7105070968385067,-0.8758917051442433,0.48250774176121763
NORMAL,NORMAL,-0.7505622800133817,-0.867456354729597,0.4975132889071803
NORMAL,NORMAL,-0.740700417414474,-0.858763958275803,0.5123714121284235
SPIKE,NORMAL,-0.4664838977798389,-0.8498170915275277,0.5270777086423724
NORMAL,NORMAL,-0.7486166498647228,-0.8406184056344783,0.5416278206559811
NORMAL,NORMAL,-0.6914200534412448,-0.8311706263658079,0.5560174366570446
NORMAL,NORMAL,-0.7153421526198086,-0.8214765533024145,0.5702422926917867
NORMAL,NORMAL,-0.6745858583611761,-0.8115390590073611,0.5842981736283683
NORMAL,NORMAL,-0.6928947755873068,-0.8013610881746769,0.5981809144059159
NORMAL,NORMAL,-0.7176712578778123,-0.7909456567567774,0.6118864012687242
NORMAL,NORMAL,-0.6711434273777944,-0.780295851070776,0.6254105729852457
NORMAL,NORMAL,-0.7158128224842462,-0.7694148268839381,0.6387494220515268
NORMAL,NORMAL,-0.7011852785486076,-0.7583058084785625,0.6518989958787125
NORMAL,NORMAL,-0.7397847053961517,-0.7469720876965551,0.6648553979642867
NORMAL,NORMAL,-0.726029360871497,-0.7354170229639858,0.6776147890466887
NORMAL,NORMAL,-0.752108428385705,-0.7236440382959123,0.690173388242972
NORMAL,NORMAL,-0.6912614196243798,-0.7116566222817751,0.7025274741691566
NORMAL,NORMAL,-0.7673745056561655,-0.6994583270516471,0.7146733860429608
NORMAL,NORMAL,-0.6964250736422253,-0.6870527672236675,0.726607524768565
NORMAL,NORMAL,-0.7301603410436206,-0.6744436188329457,0.7383263540031063
NORMAL,NORMAL,-0.680180029834565,-0.661634618242279,0.749826401204568
NORMAL,NORMAL,-0.6941281437642204,-0.6486295610349818,0.7611042586607742
NORMAL,NORMAL,-0.654278501582366,-0.6354323008901775,0.7721565844991641
NORMAL,NORMAL,-0.6924896238208198,-0.622046748440868,0.7829801036770625
NORMAL,NORMAL,-0.7750486748563914,-0.6084768701151264,0.7935716089521472
NORMAL,NORMAL,-0.7191696337268921,-0.594726686960764,0.8039279618328208
NORMAL,NORMAL,-0.7584736378935094,-0.5808002734538014,0.8140460935082175
NORMAL,NORMAL,-0.7334370969134503,-0.5667017562911184,0.8239230057575536
NORMAL,NORMAL,-0.6575509397497317,-0.5524353131676203,0.8335557718385695
NORMAL,NORMAL,-0.688465802143883,-0.5380051715382992,0.8429415373547832
NORMAL,NORMAL,-0.7367359838262213,-0.5234156073655503,0.8520775211013093
NORMAL,NORMAL,-0.7473106873479766,-0.5086709438521042,0.8609610158889945
NORMAL,NORMAL,-0.707141164597125,-0.4937755501599774,0.8695893893466109
NORMAL,NORMAL,-0.7526787791679332,-0.4787338401157883,0.8779600847008883
NORMAL,NORMAL,-0.7310796644499087,-0.4635502709028512,0.8860706215341377
NORMAL,NORMAL,-0.6928286301933372,-0.4482293417404106,0.893918596519257
NORMAL,NORMAL,-0.6596061230318531,-0.4327755925504317,0.9015016841318838
NORMAL,NORMAL,-0.6789131542900841,-0.41719360261231697,0.9088176373395028
SPIKE,NORMAL,0.3864925997763543,-0.4014879892059737,0.9158642882672868
NORMAL,NORMAL,-0.6877766901323473,-0.38566340624360745,0.9226395488404875
